caseid,SOCIETY_TRANS_W92,FREECOLL_W92,UNIMMIGCOMM_W92,ECON4_b_W54,F_PARTY_FINAL,FAMSURV2Wc_W50,F_AGECAT,BILLION_W92,ELECT_IMPT3_PRVFR_W92,F_INCOME,INEQ1_W54,GOVPRIORITYb_W54,POLINTOL2_a_W92,GOVPRIORITYd_W54,SATLIFEc_W50,PROG_RNEED_W92,F_RELIG,FAMSURV6_W50,GODMORALIMP_W92,FAMSURV2Mc_W50,WHADVANT_W92,REPRSNTREP_W92,USEXCEPT_W92,ELECT_CONF3_PRVFR_W92,ELECT_CONF3_PRVSUP_W92,F_SEX,GOVPRIORITYf_W54,REPRSNTDEM_W92,ECON1_W54,ECON4_a_W54,F_RACETHNMOD,GOVPRIORITYc_W54,F_EDUCCAT2,RACESURV52MOD_W92,F_IDEO,F_CREGION,CANDEXP_W92,FIN_SIT_W54,FAMSURV1_W50
201801143041.0,B,D,B,A,C,A,C,C,D,F,A,A,D,B,B,A,K,D,A,B,D,C,B,B,C,B,C,A,B,A,E,C,D,D,C,A,B,D,B
201801143113.0,E,B,A,A,A,B,D,A,D,G,C,C,C,A,B,B,B,A,C,C,B,A,A,D,C,A,A,D,C,D,E,B,B,B,B,A,C,C,C
201801143130.0,B,D,B,B,C,C,C,B,D,F,C,A,A,C,B,A,J,D,A,C,D,D,B,A,C,A,A,A,B,A,E,A,D,A,A,A,B,D,C
201801143248.0,B,D,B,A,C,A,D,C,D,B,A,A,B,B,D,A,J,B,B,A,D,C,A,A,C,B,B,B,B,C,E,C,B,D,A,A,A,D,C
201801143331.0,B,D,B,D,C,C,A,B,D,H,A,B,A,C,D,C,J,D,B,C,C,C,B,A,A,B,B,A,A,D,E,C,D,B,A,A,B,D,B
201801143393.0,E,C,C,C,A,A,B,C,D,F,C,B,D,A,A,B,H,C,D,A,A,B,B,D,C,A,A,C,C,D,E,A,D,B,C,A,D,B,C
201801143477.0,A,B,A,D,B,C,B,A,D,F,C,B,A,B,A,A,H,A,C,C,D,C,B,B,D,B,C,C,B,A,E,B,G,C,C,A,D,D,B
201801143518.0,C,A,B,A,A,B,A,C,B,F,C,B,D,A,D,B,K,A,D,B,A,C,A,C,A,A,A,C,B,D,E,B,B,C,A,A,D,C,B
201801143600.0,A,D,A,A,C,B,C,C,D,C,A,C,B,D,D,A,K,A,B,A,D,C,B,C,D,B,C,A,A,B,E,D,B,C,A,A,A,C,B
201801143611.0,B,D,A,B,C,C,A,B,D,B,A,A,B,C,B,A,J,B,A,C,D,C,A,A,D,B,B,A,A,A,E,B,B,B,A,A,C,C,B
201801143637.0,A,C,B,D,C,B,C,C,D,H,C,B,B,C,B,A,H,C,C,B,D,C,B,A,C,B,B,B,C,D,E,C,G,D,C,A,B,D,B
201801143688.0,C,B,A,D,A,C,B,A,C,G,C,C,D,A,B,A,H,C,D,C,A,B,A,B,B,A,A,C,C,A,E,A,B,C,B,A,C,D,B
201801143732.0,C,D,D,D,C,C,B,C,A,E,A,A,A,D,A,C,K,C,B,C,D,C,A,B,D,A,D,B,B,D,E,D,B,D,C,A,C,B,C
201801143800.0,C,C,A,C,A,A,B,A,D,G,C,C,D,A,C,B,A,C,C,A,A,A,A,D,C,B,A,C,C,C,E,B,A,B,B,A,B,B,B
201801143873.0,C,A,B,D,D,B,A,B,C,G,C,C,C,B,C,A,A,C,B,B,A,C,B,C,C,B,B,C,B,B,E,B,D,B,A,A,C,A,B
201801143877.0,A,D,B,A,D,C,B,B,D,G,C,B,B,D,B,A,A,A,D,C,C,D,A,A,D,B,B,B,B,D,E,B,B,C,C,A,A,D,C
201801143961.0,A,A,B,A,B,B,B,C,C,G,C,B,C,A,B,A,K,C,C,C,D,B,A,D,B,B,C,C,C,A,E,A,B,D,C,A,C,D,B
201801143964.0,A,B,B,D,C,A,B,C,D,G,A,A,C,B,A,A,K,A,D,B,D,C,A,B,C,A,B,A,B,D,E,B,D,C,A,A,D,D,B
201801144006.0,A,A,D,D,B,B,D,C,D,D,C,A,B,B,C,B,J,A,D,B,C,C,A,B,C,A,A,A,B,D,E,B,D,D,D,A,C,A,A
201801144063.0,B,D,A,A,C,B,D,C,D,C,A,A,C,B,B,C,K,D,B,B,C,D,A,B,D,B,B,A,A,B,E,D,B,A,A,A,A,C,A
201801144164.0,E,C,A,A,A,B,C,B,D,C,C,C,D,A,B,B,H,C,C,B,A,A,A,D,C,A,A,D,C,A,E,B,B,B,B,A,C,C,A
201801144173.0,C,A,A,D,B,B,B,A,C,G,C,B,B,A,B,A,A,C,C,B,B,A,A,C,C,B,A,C,C,A,E,A,G,C,B,A,C,D,B
201801144388.0,C,A,B,D,A,B,B,A,D,H,C,B,D,B,A,B,J,A,B,B,B,A,A,C,C,A,A,C,C,A,E,B,F,C,C,A,C,D,C
201801144500.0,A,D,B,D,C,A,A,C,D,G,A,B,B,C,B,C,J,B,B,A,D,C,B,B,D,B,C,A,A,D,E,C,B,B,D,A,B,D,B
201801144579.0,E,C,A,D,A,B,A,A,D,C,C,C,C,A,D,B,E,C,C,B,B,A,C,D,D,B,A,C,B,B,E,A,B,B,B,A,D,C,B
201801144720.0,A,C,A,C,B,A,C,C,D,H,C,C,D,C,A,B,H,C,C,C,A,A,A,D,B,B,A,C,C,C,D,B,G,B,B,A,B,C,B
201801144776.0,A,C,C,B,B,B,C,C,D,C,C,C,C,A,B,B,E,C,B,B,B,A,C,A,D,A,A,B,C,B,B,A,F,B,C,A,B,D,B
201801144797.0,E,A,A,C,A,B,C,C,C,G,B,B,C,A,A,B,H,C,C,B,B,A,A,C,C,B,A,C,C,D,E,A,D,C,E,A,C,C,B
201801145066.0,E,A,A,D,A,B,A,A,C,B,B,C,B,A,B,A,K,C,C,B,A,A,A,D,B,A,A,C,C,A,E,A,F,B,B,A,D,D,B
201801145114.0,C,C,C,A,B,B,B,C,A,B,B,C,D,A,B,B,L,B,B,B,B,A,A,A,C,A,A,C,D,A,B,A,G,C,B,A,A,C,C
201801145171.0,A,A,B,D,B,A,A,B,D,A,A,A,C,C,A,B,J,B,A,B,D,C,A,C,C,B,B,A,C,A,B,A,G,B,C,A,C,B,B
201801145196.0,E,A,A,A,A,B,D,C,D,C,C,C,D,A,D,B,J,C,C,B,A,A,A,D,B,B,A,D,C,D,E,A,F,C,B,A,D,C,C
201801145538.0,D,D,B,B,C,B,C,B,A,B,C,A,D,B,B,A,J,C,B,C,D,C,B,B,C,A,A,B,B,B,D,A,B,B,C,A,A,D,C
201801145557.0,D,D,D,C,C,B,C,B,D,G,A,B,B,A,B,C,K,A,B,B,C,D,A,A,D,B,B,A,B,C,E,B,G,D,C,A,A,C,B
201801145664.0,D,D,B,B,C,B,B,A,D,B,C,B,C,B,B,B,H,C,D,C,C,C,A,B,D,B,A,A,B,D,E,B,G,C,C,A,B,D,B
201801145696.0,C,A,A,A,B,B,B,A,D,C,C,B,D,A,D,A,B,C,C,B,D,A,A,D,C,B,A,C,B,D,E,B,F,C,B,A,C,C,A
201801145796.0,D,D,B,B,C,C,B,C,B,B,A,B,C,D,B,C,J,D,A,C,C,C,B,C,C,A,B,B,B,A,E,C,B,A,C,A,B,D,C
201801145812.0,A,A,A,D,A,B,C,C,D,G,C,B,C,A,D,B,J,C,D,B,A,B,A,C,C,A,A,C,B,D,E,B,A,B,C,A,C,C,A
201801145987.0,E,A,A,C,A,B,D,C,C,B,C,B,C,A,D,B,B,C,C,B,B,A,A,C,C,B,A,D,C,C,E,A,D,C,B,A,D,C,A
201801146207.0,E,C,A,D,A,C,A,A,A,I,C,D,C,A,A,B,B,C,C,C,B,A,C,C,B,A,A,C,C,B,E,A,G,C,E,A,D,C,B
201801146226.0,E,C,C,A,B,B,D,C,C,E,C,B,D,A,B,B,K,C,B,B,B,A,A,D,C,A,A,D,B,C,E,B,F,B,B,A,C,D,A
201801146258.0,E,C,A,C,A,B,A,A,D,C,C,C,C,A,D,B,A,C,C,B,B,A,C,D,A,B,A,B,B,A,E,B,B,B,B,A,A,C,B
201801146276.0,C,A,A,A,B,B,B,C,D,B,C,C,C,B,B,A,J,A,C,B,A,B,A,C,C,A,A,C,C,A,E,C,F,B,C,A,C,C,B
201801146395.0,E,D,A,A,C,B,C,C,D,C,C,C,D,B,B,A,K,A,C,B,A,C,A,C,D,B,B,A,A,A,E,B,F,B,C,A,A,C,B
201801146431.0,E,A,A,D,A,C,B,A,B,B,C,C,D,A,B,A,H,B,C,C,B,A,C,C,C,A,A,C,C,A,E,A,F,B,E,A,B,C,B
201801147065.0,B,A,B,D,B,B,B,C,C,F,C,B,D,A,B,B,J,A,B,B,B,A,A,D,C,B,A,B,C,D,E,A,D,C,C,A,B,D,C
201801147134.0,E,C,A,A,D,C,B,A,A,A,C,C,C,A,B,B,H,A,C,C,A,A,C,B,D,A,B,A,C,A,E,A,G,B,E,A,C,D,B
201801147166.0,D,D,D,C,C,B,B,B,D,H,A,A,B,D,B,C,J,D,B,A,D,C,A,B,D,B,C,A,A,C,E,D,B,C,A,A,B,D,B
201801147269.0,D,D,A,B,C,B,A,B,D,B,A,A,B,C,B,A,J,D,B,C,A,C,A,B,D,B,B,B,A,A,E,B,B,C,A,A,C,C,B
201801147286.0,E,D,A,D,A,C,B,A,C,C,C,C,C,A,B,A,K,A,C,C,A,A,B,D,C,B,A,C,C,D,E,B,B,B,B,A,C,C,B
201801147290.0,E,B,A,A,B,B,B,C,D,B,C,C,D,A,B,B,K,C,C,B,A,A,A,D,D,B,A,C,B,B,E,A,F,B,C,A,C,C,C
201801147292.0,D,B,A,A,C,B,D,C,D,F,A,A,C,C,D,A,J,A,B,B,D,C,B,B,D,B,B,A,A,A,E,D,D,A,A,A,B,C,B
201801147325.0,E,B,A,D,C,B,B,C,D,G,C,B,C,B,B,A,J,B,B,B,D,C,C,A,C,A,B,B,C,D,E,A,F,B,A,A,C,D,B
201801147352.0,D,A,B,D,B,B,D,C,C,E,A,A,C,B,B,B,K,A,D,B,D,B,A,B,C,A,A,C,B,D,E,B,D,A,C,A,C,D,A
201801147397.0,C,B,A,A,B,B,C,C,C,G,A,A,D,C,B,A,J,B,D,C,D,B,A,C,D,B,C,C,A,A,E,C,B,C,C,A,D,C,B
201801147527.0,E,A,A,D,A,B,A,A,B,C,C,B,D,A,A,B,A,A,D,B,A,A,C,D,B,A,A,C,C,D,E,A,G,B,B,A,C,C,C
201801147567.0,A,A,A,D,A,A,D,C,D,A,B,B,B,A,B,B,J,A,B,B,B,A,C,C,B,B,B,C,C,D,B,A,A,D,C,A,D,D,C
201801147693.0,B,D,D,B,C,A,C,C,D,F,C,A,B,A,A,B,J,D,A,B,D,D,B,D,D,B,B,A,A,B,E,A,D,A,A,A,D,B,A
201801147704.0,D,A,B,B,C,A,C,C,D,B,A,A,D,A,A,A,J,D,B,B,A,D,A,C,D,B,B,B,A,B,E,C,G,A,A,A,C,C,A
201801147764.0,D,B,A,A,C,B,C,C,D,F,A,A,B,A,A,A,J,A,D,B,D,D,A,A,C,A,B,A,B,A,E,C,G,D,D,A,A,D,A
201801147996.0,A,A,B,D,C,B,D,C,D,I,B,A,D,A,A,A,I,B,B,B,C,B,B,B,C,B,B,B,C,A,E,A,G,D,C,A,B,B,C
201801148031.0,B,D,C,B,C,A,B,C,D,F,A,A,A,D,B,C,H,C,D,A,C,D,B,A,C,B,D,A,A,C,E,C,B,C,C,A,B,D,B
201801148038.0,C,A,A,A,B,B,B,A,D,C,C,B,B,A,B,B,B,A,C,B,A,B,A,D,B,B,A,C,B,D,E,B,F,C,B,A,C,C,B
201801148076.0,D,D,D,A,B,B,C,B,D,F,C,A,D,C,D,A,J,B,D,B,C,C,B,B,D,B,A,A,B,D,E,D,B,C,C,A,A,C,A
201801148100.0,A,C,B,C,B,B,C,B,D,I,C,B,C,A,A,B,J,C,A,C,A,A,A,D,C,B,A,C,B,C,D,B,D,D,A,A,A,D,A
201801148103.0,C,B,A,D,B,B,C,C,D,H,A,A,B,C,B,A,A,A,B,B,D,C,B,B,C,A,C,B,B,D,E,B,G,D,A,A,B,D,B
201801148228.0,A,D,D,C,C,B,B,B,D,G,A,A,B,D,B,A,J,A,A,B,C,D,B,B,D,B,C,A,B,C,E,C,G,A,A,A,B,D,B
201801148364.0,A,A,A,C,C,A,B,C,D,E,C,B,A,B,A,B,J,B,B,B,A,D,A,A,D,A,C,A,C,B,E,B,B,C,A,A,A,A,B
201801148386.0,B,D,C,D,B,B,B,C,C,B,C,B,B,A,B,B,J,A,B,B,A,B,A,C,C,B,A,B,C,D,E,B,B,D,A,A,C,C,C
201801148476.0,D,D,B,C,C,A,A,A,D,H,A,B,B,C,B,A,J,D,A,B,A,C,A,C,C,A,A,A,B,D,E,C,B,A,D,A,D,D,A
201801148568.0,B,D,B,A,B,B,B,C,D,H,C,A,A,C,C,B,K,C,D,B,A,B,A,C,D,B,C,B,B,B,E,D,G,C,A,A,A,B,B
201801148615.0,A,C,B,A,D,B,B,C,D,I,C,B,D,A,A,B,J,C,C,B,A,C,A,C,C,B,A,C,C,A,E,A,D,B,C,A,D,B,B
201801148647.0,E,C,C,D,D,B,B,A,B,B,C,C,D,A,B,A,H,C,C,B,B,A,C,D,B,B,A,C,B,A,E,B,F,B,E,A,C,D,B
201801148662.0,E,C,A,D,D,B,A,A,A,D,C,D,D,A,B,B,E,C,C,B,A,A,C,D,A,B,A,A,C,D,E,A,B,B,E,A,B,D,B
201801148684.0,D,B,D,D,C,B,C,B,D,B,A,B,C,D,A,A,K,B,A,B,D,C,A,A,B,A,B,A,B,B,E,B,F,D,A,A,B,B,B
201801148765.0,A,C,A,D,A,B,B,C,D,C,C,B,B,A,B,B,J,B,A,B,B,A,C,A,A,A,A,C,C,D,B,B,F,B,C,A,C,C,B
201801148783.0,A,C,C,B,D,C,A,C,A,F,C,D,D,A,C,B,H,D,C,C,B,A,C,D,D,A,A,C,C,B,C,A,G,C,C,A,A,A,C
201801148911.0,E,A,C,D,A,B,B,C,C,D,B,B,C,A,B,B,J,C,A,C,B,B,B,D,D,A,B,D,B,D,E,A,A,B,C,A,C,B,B
201801148960.0,A,B,B,D,B,A,A,C,A,F,C,B,A,C,B,C,J,A,D,C,A,C,A,A,A,A,B,D,C,B,E,A,D,B,C,A,A,D,B
201801149020.0,B,B,D,A,C,B,D,A,D,A,C,A,A,D,A,C,J,B,B,B,D,C,B,A,D,B,C,A,B,A,E,B,A,B,D,A,B,B,C
201801149048.0,E,A,C,C,B,C,A,C,D,D,C,B,D,A,A,B,J,A,C,C,B,B,A,D,D,A,A,C,B,B,E,A,F,B,C,A,D,D,B
201801149143.0,B,A,B,B,C,A,C,B,D,D,A,A,B,B,B,A,J,A,B,B,D,C,A,B,D,B,B,A,A,B,E,C,B,C,A,A,B,D,B
201801149200.0,D,D,A,C,C,B,B,C,D,G,A,A,C,D,A,A,J,D,A,B,C,C,B,A,D,B,D,A,B,B,E,B,D,A,D,A,A,B,B
201801149311.0,D,B,B,D,C,B,B,C,D,G,A,B,C,C,B,A,J,D,A,B,C,C,A,C,D,B,D,B,B,A,E,B,G,B,A,A,C,D,B
201801149361.0,B,D,B,A,C,B,D,B,D,H,C,B,D,A,B,A,J,B,A,B,D,C,B,B,D,B,B,B,B,A,E,C,G,D,C,A,C,C,A
201801149467.0,D,D,D,A,C,B,D,C,D,F,A,A,A,D,B,C,J,D,A,B,C,D,B,B,D,A,C,A,B,A,E,B,G,A,D,A,A,D,C
201801149640.0,D,D,D,D,C,B,C,C,D,F,C,A,D,C,A,A,J,D,B,B,C,C,A,A,C,A,A,A,C,A,E,B,D,A,A,A,B,D,B
201801149688.0,C,A,B,C,A,C,C,A,D,H,C,B,D,B,B,B,H,C,C,C,B,A,C,C,A,A,B,C,C,D,E,A,A,C,C,A,D,D,B
201801149691.0,E,A,A,C,A,C,A,A,D,G,C,B,D,A,B,B,J,C,C,C,B,A,C,D,C,A,A,D,B,C,E,A,G,B,B,A,C,C,B
201801149858.0,E,C,C,C,B,C,B,A,D,D,C,C,D,A,C,B,B,C,C,C,A,A,C,D,C,B,A,C,B,C,E,A,G,B,B,A,C,B,B
201801150144.0,A,D,B,A,C,B,C,C,D,C,B,A,A,C,D,A,J,B,B,B,D,C,A,C,C,A,B,A,B,C,E,B,F,D,A,A,B,C,B
201801150222.0,A,A,A,D,A,B,B,A,B,H,C,B,C,A,A,B,H,A,B,B,B,A,A,D,D,A,A,C,B,A,E,B,B,B,B,A,C,D,B
201801150530.0,B,D,B,B,C,C,B,C,A,F,A,A,B,C,B,C,J,D,A,C,C,B,B,B,D,A,B,A,B,A,E,C,F,A,A,A,C,C,B
201801150534.0,A,B,B,C,B,B,A,C,D,H,A,A,C,B,D,A,J,B,B,B,D,C,A,C,D,A,C,B,B,A,E,B,G,B,C,A,B,C,B
201801150540.0,D,D,D,B,C,B,D,C,D,H,A,A,B,C,D,C,H,B,B,A,D,C,B,A,D,B,C,A,A,C,E,C,F,D,A,A,B,C,A
201801150555.0,D,A,B,C,B,A,D,A,D,D,C,A,D,A,C,B,J,D,A,A,D,A,B,B,B,B,A,B,C,C,E,A,D,C,D,A,C,B,C
201801150743.0,A,C,B,C,A,A,B,C,C,E,B,C,A,A,A,B,J,D,B,A,B,A,B,B,C,A,A,C,C,C,B,C,D,B,C,A,D,A,B
201801150777.0,A,C,B,D,A,B,D,C,D,G,B,B,D,A,B,B,K,B,A,B,A,A,B,D,D,A,A,D,B,A,E,A,B,D,C,A,D,C,A
201801150799.0,E,C,A,D,A,B,B,C,C,F,C,B,B,B,A,B,J,B,A,A,D,A,B,B,D,B,B,D,C,A,E,B,D,B,C,A,C,B,C
201801150806.0,E,A,A,D,A,B,D,A,D,I,C,B,D,A,A,B,A,A,C,B,B,A,A,D,B,B,A,D,C,D,E,A,E,C,B,A,C,D,A
201801150851.0,C,D,B,D,A,B,B,C,D,B,C,A,D,B,B,A,J,B,B,C,B,A,C,D,D,B,A,C,C,B,E,B,B,C,C,A,D,D,B
201801150898.0,D,D,B,B,D,A,B,C,D,H,A,A,A,D,B,C,K,D,A,A,C,B,B,A,D,B,C,A,A,B,E,C,G,A,D,A,B,D,B
201801151012.0,A,A,C,D,B,B,C,C,B,G,C,B,D,A,B,B,J,C,C,B,A,B,A,D,C,A,A,B,C,A,B,B,B,B,C,A,C,D,B
201801151084.0,B,D,B,D,B,B,A,B,D,F,A,B,B,C,B,A,K,A,A,B,D,C,B,B,D,B,B,A,A,D,E,D,B,B,A,A,A,D,B
201801151111.0,E,D,C,B,B,C,B,B,D,C,C,B,C,B,A,B,H,C,C,C,B,C,A,D,C,B,A,C,B,B,A,B,F,B,B,A,B,D,B
201801151120.0,B,A,B,A,B,B,C,C,D,G,C,B,C,A,D,A,J,A,C,B,D,C,A,C,C,A,A,B,B,D,E,B,B,A,C,A,A,D,B
201801151195.0,A,A,B,C,B,C,C,C,D,D,C,A,B,B,D,C,K,A,C,B,D,C,A,B,D,B,B,A,B,C,E,A,G,B,A,A,A,D,A
201801151205.0,D,D,B,A,C,B,A,B,D,G,C,A,C,C,A,A,J,D,C,B,D,B,C,B,C,A,B,B,B,B,E,A,G,B,A,A,C,B,C
201801151301.0,E,C,A,D,A,C,B,A,C,E,C,C,D,A,B,B,A,C,C,B,B,A,A,D,D,A,A,C,B,A,E,B,B,C,E,A,D,D,B
201801151530.0,D,D,B,A,C,A,B,C,C,H,B,A,C,C,B,C,K,D,B,B,C,D,C,C,B,B,D,A,C,D,E,C,G,D,A,A,C,D,B
201801151824.0,C,A,B,A,B,B,C,C,D,C,A,B,D,C,B,B,J,C,C,B,D,C,A,B,D,A,B,C,B,A,E,B,B,C,A,C,C,C,B
201801151843.0,A,C,A,B,A,B,D,C,D,F,C,B,C,A,A,B,J,A,B,A,B,C,A,B,C,A,A,C,C,B,E,B,G,D,B,C,D,D,A
201801151935.0,A,C,B,D,C,B,B,C,A,F,A,A,C,A,A,A,K,A,B,B,C,D,A,A,D,A,D,A,C,A,E,A,G,D,C,C,A,D,B
201801152016.0,E,C,A,B,B,B,A,B,B,C,C,A,D,A,D,A,K,A,B,A,A,B,A,D,B,A,A,B,B,A,E,A,G,C,C,D,D,C,B
201801152285.0,C,A,A,D,C,A,C,C,D,G,C,B,B,A,B,A,K,D,B,A,D,B,A,B,D,A,A,B,C,D,E,B,F,C,A,C,C,C,A
201801152296.0,C,A,D,D,C,B,C,C,D,H,C,A,C,B,D,B,A,C,C,B,A,C,A,C,D,A,C,C,B,C,E,C,G,B,C,C,B,C,A
201801152377.0,A,B,A,A,B,B,D,C,D,G,C,C,C,B,B,A,H,A,D,B,A,B,A,C,C,A,A,C,B,D,E,B,G,C,C,C,C,D,A
201801152401.0,A,D,B,A,B,B,B,C,D,B,A,A,B,D,D,A,K,C,D,B,A,C,A,B,D,A,B,A,A,C,E,D,F,B,A,C,C,C,B
201801152403.0,D,D,D,D,C,B,D,B,D,C,A,A,A,C,D,C,K,A,C,B,D,B,B,A,D,B,C,A,B,A,E,D,F,A,A,C,A,C,C
201801152450.0,A,A,B,D,C,A,B,B,D,H,A,A,C,B,D,A,K,B,A,A,C,C,A,C,D,B,A,B,B,A,E,B,D,B,A,C,B,C,B
201801152583.0,B,B,B,D,B,B,B,C,C,B,A,B,A,B,B,C,J,D,B,B,C,C,A,B,B,B,B,B,B,A,E,C,B,D,C,C,C,D,B
201801152701.0,A,C,A,A,A,A,B,C,D,H,A,C,C,A,B,B,J,A,B,B,B,B,A,C,D,A,A,C,B,D,E,B,G,D,B,C,D,D,B
201801152767.0,B,D,A,D,C,B,B,C,D,E,A,B,D,C,B,A,J,A,B,B,A,C,A,B,C,A,C,A,B,D,E,B,D,C,A,C,C,D,A
201801152828.0,D,B,A,D,C,B,C,C,D,F,A,A,C,C,C,A,J,D,A,B,D,C,B,D,D,A,B,B,B,A,E,B,D,C,D,C,B,B,C
201801152901.0,A,B,A,D,B,A,A,B,C,D,C,B,C,A,B,A,D,C,D,A,D,B,C,C,C,B,A,C,B,B,A,C,F,C,C,C,C,D,C
201801153001.0,D,A,D,A,A,B,B,C,D,I,B,B,D,B,A,B,J,C,A,B,B,A,C,D,D,A,A,B,D,B,B,A,E,D,A,C,D,B,A
201801153031.0,E,A,A,D,D,B,B,A,D,H,C,B,A,B,B,B,H,A,C,B,B,B,A,D,D,A,A,C,C,B,C,A,B,C,B,C,D,B,A
201801153062.0,A,B,D,A,C,B,B,C,D,H,B,B,B,A,B,C,J,C,C,B,C,B,A,B,D,A,A,B,B,A,E,B,B,C,A,C,B,D,B
201801153142.0,E,A,C,C,A,A,D,C,D,G,C,B,D,A,A,B,J,A,B,B,B,A,A,D,A,B,A,D,B,A,B,A,B,B,C,C,C,B,A
201801153187.0,A,A,A,D,A,A,B,A,C,H,C,B,C,B,A,A,H,B,D,A,A,B,A,D,C,B,B,C,B,A,E,A,D,C,C,C,D,B,B
201801153188.0,A,A,B,A,B,B,D,C,D,B,C,B,B,A,D,B,K,A,A,B,B,A,C,D,C,B,A,C,B,A,E,A,G,C,C,C,D,C,A
201801153273.0,D,D,D,D,D,B,D,C,D,B,A,A,B,D,B,C,J,D,A,B,C,B,A,A,C,B,B,A,A,A,E,D,B,A,D,C,A,C,B
201801153304.0,D,B,A,A,C,A,C,C,D,A,C,A,B,B,C,A,J,A,B,B,D,D,B,B,C,B,B,A,B,A,E,D,F,D,A,C,A,A,B
201801153331.0,D,C,B,A,B,C,B,A,A,E,C,B,D,B,C,A,J,C,B,C,D,C,C,D,D,A,A,A,C,A,E,A,F,D,C,C,D,B,C
201801153340.0,D,D,A,C,A,B,B,C,D,G,C,B,C,C,C,A,J,D,A,B,A,B,A,A,D,A,A,C,C,A,B,B,G,C,C,C,D,B,C
201801153485.0,D,C,D,B,B,B,D,C,D,D,A,A,B,B,D,C,J,A,A,B,B,C,B,C,C,A,A,A,B,A,E,D,G,D,D,C,C,C,A
201801153586.0,C,C,A,D,A,B,D,C,D,F,C,B,D,A,A,A,E,A,A,C,D,A,C,B,C,A,A,C,C,B,E,B,G,B,C,C,C,B,C
201801153631.0,E,A,A,B,A,C,B,C,D,H,C,B,D,A,B,B,J,A,B,C,B,A,C,D,B,A,A,D,B,D,E,C,B,B,C,C,D,C,B
201801153632.0,B,B,D,D,C,B,C,C,D,B,A,A,B,C,B,A,J,A,D,B,D,C,B,A,D,B,C,A,A,C,C,D,D,C,A,C,A,D,C
201801153637.0,D,D,D,A,C,A,C,B,D,G,A,A,B,D,D,C,K,D,B,A,C,D,B,A,D,B,B,A,B,C,E,B,B,D,D,C,B,C,A
201801153651.0,A,B,B,D,C,B,B,C,C,B,A,A,C,C,A,C,J,A,B,A,D,B,A,A,D,A,B,A,B,A,E,D,B,C,A,C,B,D,B
201801153699.0,E,C,A,D,A,B,B,C,D,G,C,B,C,B,B,B,J,C,C,B,B,A,C,C,C,A,A,D,C,A,E,B,B,B,B,C,C,D,B
201801153920.0,C,A,B,D,B,B,B,A,D,F,C,C,D,A,B,B,A,A,D,B,B,C,C,D,D,A,A,C,B,A,E,A,B,B,C,C,D,D,B
201801153965.0,D,D,C,C,C,B,C,C,D,G,C,B,C,D,D,A,J,B,A,B,D,B,A,D,D,B,C,A,C,B,E,B,B,C,A,C,D,A,B
201801153974.0,E,A,C,D,A,B,B,A,C,B,C,C,C,A,C,B,A,C,C,B,B,A,A,D,C,A,A,C,C,B,E,B,B,B,B,C,C,D,B
201801154057.0,D,D,D,D,B,B,D,B,D,A,A,A,C,C,A,C,J,B,B,B,C,C,B,C,D,A,B,A,A,B,E,D,B,A,A,C,C,C,B
201801154060.0,B,A,B,C,B,B,C,C,D,G,C,B,D,A,B,B,J,C,B,B,B,B,A,D,D,A,B,C,B,B,E,A,F,B,C,C,D,D,B
201801154159.0,A,C,D,C,A,A,B,A,D,A,B,A,D,A,C,B,J,B,A,C,D,A,A,D,B,A,D,C,B,C,E,B,G,C,C,C,D,B,A
201801154191.0,E,A,B,C,C,B,B,C,C,D,A,B,D,D,A,A,H,B,D,B,C,C,A,C,D,A,C,B,C,B,E,B,D,B,C,C,C,D,C
201801154244.0,D,B,B,A,C,A,D,C,D,G,C,B,C,C,B,A,F,D,A,B,A,D,A,C,D,A,A,A,B,A,E,B,B,D,D,C,C,D,C
201801154307.0,C,B,B,D,B,B,A,A,D,B,C,B,C,A,B,A,A,A,C,B,D,B,A,C,C,B,B,B,B,D,E,B,G,C,A,C,C,C,A
201801154320.0,E,C,A,D,B,B,B,A,D,F,C,B,D,A,C,B,H,C,C,B,B,A,C,C,B,A,A,C,C,A,E,A,G,B,B,C,D,D,B
201801154335.0,C,B,B,C,D,B,D,C,D,H,C,C,C,A,B,A,K,C,B,B,D,B,B,D,D,A,A,B,B,A,E,B,D,A,C,C,C,B,A
201801154339.0,A,D,D,D,B,B,C,C,C,G,A,A,A,C,B,A,J,A,B,B,C,B,B,A,D,B,B,A,B,D,E,C,F,D,A,C,A,D,A
201801154471.0,B,D,D,A,C,A,D,C,D,G,A,A,A,C,D,A,J,B,A,A,C,D,A,B,C,B,C,B,B,A,E,C,G,C,A,C,A,D,C
201801154626.0,B,A,A,B,C,B,D,B,D,D,A,A,D,D,B,C,J,C,B,B,C,A,B,A,D,A,D,A,A,D,E,D,G,D,A,C,A,C,A
201801154693.0,D,D,A,A,C,C,C,C,D,F,A,A,A,D,D,C,J,D,B,C,C,C,B,B,D,A,C,B,B,D,E,D,G,A,D,C,A,C,A
201801154752.0,B,B,D,A,C,B,B,C,D,D,B,A,B,C,A,C,J,B,B,A,C,C,B,A,D,B,B,B,C,D,E,A,D,A,C,C,C,D,B
201801154810.0,A,C,C,B,B,A,B,C,A,H,C,C,D,B,D,B,H,A,C,B,B,B,C,B,D,A,A,B,D,A,C,A,G,D,B,C,C,D,A
