caseid,BLOCK0QID11_W1,BLOCK0QID12_W1,BLOCK0QID13_W1,BLOCK0QID14_W1,BLOCK0QID15_W1,BLOCK0QID18_W1,BLOCK0QID20_W1,BLOCK0QID21_W1,BLOCK0QID22_W1,BLOCK30QID9_1_W1,BLOCK30QID9_2_W1,BLOCK30QID9_3_W1,BLOCK30QID9_4_W1,BLOCK30QID9_5_W1,BLOCK30QID9_6_W1,BLOCK30QID9_7_W1,BLOCK30QID9_8_W1,BLOCK30QID9_9_W1,BLOCK30QID9_10_W1,BLOCK30QID9_11_W1,BLOCK30QID9_12_W1,BLOCK30QID9_13_W1,BLOCK30QID9_14_W1,BLOCK30QID9_15_W1,BLOCK30QID9_16_W1,BLOCK30QID9_17_W1,BLOCK30QID9_18_W1,BLOCK30QID9_19_W1,BLOCK30QID9_20_W1,BLOCK30QID9_21_W1,BLOCK30QID9_22_W1,BLOCK30QID9_23_W1,BLOCK30QID9_24_W1,BLOCK30QID9_25_W1,BLOCK30QID9_26_W1,BLOCK30QID9_27_W1,BLOCK30QID9_28_W1,BLOCK30QID9_29_W1,BLOCK30QID9_30_W1,BLOCK30QID9_31_W1,BLOCK30QID9_32_W1,BLOCK30QID9_33_W1,BLOCK30QID9_34_W1,BLOCK30QID9_35_W1,BLOCK30QID9_36_W1,BLOCK30QID9_37_W1,BLOCK30QID9_38_W1,BLOCK30QID9_39_W1,BLOCK30QID9_40_W1
10001616,C,A,B,C,C,J,C,B,D,B,B,B,B,A,B,B,A,B,B,A,B,A,B,B,B,A,A,A,B,B,A,B,B,B,A,A,B,B,A,B,B,A,A,B,B,A,A,A,A
10001617,D,B,B,B,A,G,C,E,E,B,A,B,B,A,A,B,B,A,A,A,A,A,B,B,A,B,A,B,B,A,B,B,A,B,B,B,B,A,B,A,A,B,A,A,A,B,A,B,A
10001618,A,B,C,E,D,B,B,D,D,A,A,B,A,A,B,A,B,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,A,B,A,A,B,A
10001619,A,B,B,E,A,I,B,E,E,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B
10001620,C,B,C,E,A,B,A,B,B,A,B,B,A,A,B,A,A,A,B,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,B,A,B
10001621,D,A,B,E,D,B,B,E,E,B,B,A,A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,B,A,B,A,B,A,B,A,A,B,A,B,B,A,B,B,B,A,B,A,B,A
10001622,C,A,C,B,A,B,A,D,A,A,A,B,A,A,A,B,A,B,A,B,B,A,B,B,A,B,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,B,B,A,B,B,A,A,A
10001623,C,B,B,E,B,A,B,B,D,B,A,A,A,B,A,A,B,A,A,B,A,B,B,B,A,B,B,A,A,A,A,A,A,B,A,B,B,A,B,A,B,A,B,A,B,B,A,A,A
10001624,C,A,B,C,E,A,C,A,C,B,B,A,B,A,B,A,A,B,A,B,B,A,A,A,B,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,A,B,A,A,B,A,B,B,A
10001625,C,A,C,B,A,L,C,A,C,B,B,B,A,B,A,A,A,B,A,B,B,B,A,B,A,B,B,B,B,A,B,B,B,B,B,A,B,B,A,B,B,B,B,A,A,B,B,B,B
10001626,A,A,C,C,A,I,C,A,C,B,B,A,B,A,A,B,B,B,A,A,B,B,A,B,B,A,B,A,B,A,B,B,A,B,B,B,A,B,B,A,B,B,B,B,B,A,B,A,A
10001627,C,A,B,D,A,I,D,A,E,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B
10001628,B,A,B,C,A,A,A,B,C,A,B,B,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,A,B,A,B,B,A,B,B,B,B,A,B,B,B,B,B,B
10001629,B,B,D,E,A,L,B,B,D,B,B,B,B,B,B,B,B,B,A,B,B,A,B,B,B,A,A,B,B,B,A,B,B,A,B,A,B,A,B,B,A,B,A,A,B,B,B,B,B
10001630,A,A,A,F,C,A,A,E,B,A,A,A,B,B,A,A,A,B,A,B,B,B,A,A,A,A,A,B,A,B,A,A,B,B,A,A,A,A,A,B,A,A,A,B,B,A,B,A,A
10001631,D,B,C,F,A,E,B,E,E,B,A,A,A,B,B,B,B,A,B,A,B,B,A,A,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,B,B,B,A,B,B,A,B,B,B
10001632,D,A,C,B,A,L,B,C,D,B,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,B,A,A,B,B,B,B,B,B,A,B,B,B,A,A,A,B,A,A,A,B,A,B
10001633,B,A,B,B,A,K,A,D,C,A,B,A,B,A,B,B,B,A,A,A,B,A,A,A,B,A,A,B,A,B,A,A,A,B,A,B,A,B,B,A,B,A,A,A,B,B,A,A,A
10001634,A,B,B,E,A,J,D,C,E,B,B,A,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,A,A,B,A,B,B,B,B,B,B,A,B,A,B,B,A,B,A,B,B,A
10001635,C,A,C,E,A,A,A,D,B,B,A,B,B,B,A,B,A,A,B,A,B,B,A,A,A,B,B,A,B,B,A,B,A,B,B,B,A,B,A,A,B,B,B,B,B,B,B,B,B
10001636,D,A,B,C,E,J,B,B,D,A,B,B,A,B,B,A,B,B,A,B,A,B,A,B,B,A,B,B,A,B,A,B,B,B,A,B,B,B,B,A,B,A,B,B,A,B,B,B,B
10001637,A,A,B,F,A,A,A,E,B,B,B,A,A,B,B,A,B,B,B,B,B,B,B,A,B,B,A,B,B,B,A,B,B,A,A,A,B,B,B,A,A,A,B,B,B,B,B,A,A
10001638,B,A,A,C,A,J,C,E,D,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A
10001639,C,A,C,F,A,B,A,E,A,B,B,B,A,A,B,A,B,A,B,A,B,A,B,B,A,B,B,A,B,B,B,B,B,B,A,A,A,B,A,A,B,A,A,B,B,A,B,B,A
10001640,D,B,A,F,A,J,B,C,E,A,B,B,A,B,A,B,A,A,A,B,B,B,B,B,A,B,A,B,B,A,B,B,B,B,A,B,B,A,B,A,A,A,B,B,A,A,A,A,B
10001641,B,A,D,E,C,L,B,C,D,A,A,B,B,A,B,B,A,A,B,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,B,B,A,A,A,B,B,B
10001642,A,B,B,F,A,I,B,E,D,A,B,B,B,B,B,A,B,A,A,A,B,B,A,B,A,A,B,A,B,A,B,A,B,B,A,B,A,B,B,B,B,B,A,B,A,B,A,A,A
10001643,C,A,A,C,A,D,A,C,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,B,A,B
10001644,B,B,A,F,E,A,B,D,E,B,A,B,B,B,A,B,B,B,A,A,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,B,A,B,B
10001645,B,B,B,C,A,L,B,D,E,A,A,B,A,B,A,B,B,B,B,A,B,B,A,B,B,B,A,A,A,B,A,B,B,A,B,B,B,B,A,B,A,A,B,A,B,A,B,B,B
10001646,D,B,A,E,C,G,C,E,C,B,A,B,A,B,B,A,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,B,B,B,A,B,A,A,A,A,B,B,A,B,A,B
10001647,D,B,B,E,B,E,A,C,B,B,A,B,B,A,B,A,B,A,A,B,B,B,B,A,A,B,B,A,A,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,B,A,A,B,A
10001648,C,A,B,E,A,J,C,E,C,B,A,B,A,A,A,B,B,A,A,A,A,B,B,B,A,A,B,A,B,B,B,A,B,A,B,A,B,B,B,B,A,A,B,A,B,A,A,A,B
10001649,C,A,C,D,A,I,B,A,E,B,A,B,A,A,A,A,A,B,B,A,B,B,B,B,A,B,B,A,B,A,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B
10001650,A,B,C,C,E,K,D,B,D,B,B,A,B,B,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,B,B,B,A,A,B,B,B,B,B,B,B,A,B,A
10001651,B,B,A,E,C,L,C,B,C,B,B,B,B,A,B,A,A,A,A,B,B,B,A,B,A,B,B,A,B,A,A,B,B,A,A,B,B,A,B,B,A,B,A,B,A,A,A,B,B
10001652,C,A,C,E,A,A,A,E,B,B,B,A,B,A,B,B,B,B,B,A,B,A,A,B,B,B,A,A,B,B,B,A,B,B,B,A,B,B,B,B,A,B,B,B,A,B,B,B,B
10001653,C,A,B,B,A,K,C,A,C,A,B,A,A,A,B,A,B,B,A,A,A,B,B,B,A,A,A,A,A,B,B,A,B,A,A,B,A,B,A,B,A,B,A,B,B,A,A,A,B
10001654,A,B,A,E,A,J,B,A,E,B,A,B,B,B,A,B,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,B
10001655,D,B,C,E,B,L,C,E,C,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,B,B,B
10001656,C,B,C,E,B,B,B,C,C,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,B,A,B,A,A,A,A,A,B,A,A
10001657,C,A,C,C,A,A,C,D,C,A,A,B,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,A,B,B,B,A,A,A,B
10001658,B,B,B,C,A,L,C,B,C,B,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
10001659,D,B,D,F,A,B,A,E,E,A,A,B,B,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A
10001660,B,A,C,F,B,I,B,C,D,A,B,A,B,A,B,B,B,A,A,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,B,B,B,A
10001661,C,B,B,E,A,A,C,B,A,B,B,A,B,B,A,A,B,B,B,A,B,B,B,B,B,B,A,B,B,A,B,B,A,B,B,B,B,B,A,B,B,B,A,B,A,B,A,B,A
10001662,B,A,C,F,A,A,B,E,E,B,A,B,B,A,B,B,A,A,A,B,A,B,A,B,A,B,B,A,B,A,B,A,B,B,B,A,A,B,B,B,A,A,B,A,B,A,B,B,A
10001663,C,B,D,B,A,A,C,A,D,B,A,A,B,B,A,A,A,B,A,B,B,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,B,B,A,B,A,A,B,A,A,B,A,A
10001664,B,B,A,C,E,A,A,B,B,B,A,B,B,A,A,A,B,A,B,B,A,B,B,A,B,B,A,B,B,B,B,B,B,B,A,A,B,A,B,A,B,B,B,A,B,A,A,B,B
10001665,B,B,D,F,B,A,B,A,D,B,B,A,A,B,B,A,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,A,B,B,A,A,B,A,B,B,A,B,A,B,B,B,B,B
10001666,C,A,B,F,A,A,A,C,B,B,B,A,A,B,B,B,B,B,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,A,B,B,A,A,A,A,A,A,B,B
10001667,B,B,A,C,A,L,C,D,D,A,A,B,B,B,B,B,B,A,B,A,A,B,A,A,B,A,B,B,A,A,A,B,A,B,A,B,B,B,A,A,A,B,B,B,A,A,B,A,A
10001668,A,B,D,F,B,L,C,E,C,A,A,A,B,B,B,B,B,A,A,B,B,B,B,B,B,A,B,A,B,B,A,A,A,B,A,B,B,B,A,A,A,B,B,A,A,A,B,B,B
10001669,C,B,B,D,A,B,A,E,A,A,A,A,A,A,A,B,A,B,A,A,A,A,B,A,A,A,B,B,A,A,A,B,B,A,B,B,A,A,B,A,A,A,B,A,B,B,A,A,A
10001670,C,B,C,C,A,J,B,B,D,B,B,A,B,A,A,B,B,B,A,A,B,B,A,B,B,A,B,A,B,B,B,B,B,B,B,A,B,A,A,B,B,B,B,B,A,B,A,B,B
10001671,B,A,B,D,A,I,B,C,D,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,B,B,A,A,A,B,A,B,B,A,B,A,B,B,B,B,A,B,B,B,B,A
10001672,D,B,B,E,A,J,A,E,C,A,B,B,A,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,B,B,A,A,B,A,B,A,B,B
10001673,B,A,B,E,C,L,B,E,C,B,A,A,B,A,A,A,B,A,A,B,B,B,B,A,A,A,B,B,B,A,B,A,B,A,A,A,A,B,A,A,B,B,A,A,B,A,B,A,A
10001674,D,A,B,E,A,A,A,A,A,B,B,B,B,B,A,A,A,B,B,B,A,A,A,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,B,B,A,B,B,B,A,B,B,B,B
10001675,B,B,C,B,A,L,B,C,D,A,B,B,A,A,A,B,A,B,B,A,B,B,B,B,A,B,A,B,B,B,B,A,A,B,B,B,A,B,A,B,B,B,B,A,A,A,A,A,A
10001676,C,B,C,E,D,B,B,C,D,B,A,B,A,A,A,A,A,B,A,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,A,B,A,B,B,A,B,B,B,A,A,B
10001677,D,A,B,C,A,I,B,C,D,A,B,B,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,B,A,B,B,B,B,B,B,A,B,A,B,A,A,B,B,A,A,B,B,B,A
10001678,A,B,D,B,A,A,A,C,A,B,A,A,B,A,B,B,A,B,A,A,B,B,B,A,B,A,B,A,B,B,B,A,A,B,B,B,B,A,B,B,B,A,B,A,A,B,A,B,B
10001679,B,B,C,C,E,L,B,A,D,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,B,A,B,A,A,B,A,B,A,B,A,A,A,A,A,B,B,B,A
10001680,C,A,C,C,A,E,A,D,B,A,B,B,A,B,B,A,B,A,A,B,A,B,B,B,B,B,A,B,B,A,A,B,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,B
10001681,C,A,A,E,D,L,D,C,D,B,A,A,A,B,A,A,B,B,B,B,B,B,B,A,B,B,B,A,A,B,A,B,A,B,B,B,B,B,B,B,A,A,B,B,B,B,A,A,B
10001682,C,A,D,B,B,L,B,A,D,A,B,B,B,A,B,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,B,B,A,B,A,A,B,B,B,A,B,B,A,A,A,A,B,A
10001683,D,B,C,C,A,H,B,A,D,B,B,B,A,B,B,B,A,B,A,B,A,B,A,A,A,A,B,B,B,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,B,A,B,B,A
10001684,D,A,B,E,E,A,B,A,E,B,B,B,B,B,A,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,B,A,B,B,A,A,B,B,A,B,B,A,A,B,B,B
10001685,C,B,B,E,B,L,C,A,B,B,B,A,B,A,A,B,A,A,A,B,A,B,A,A,A,A,B,B,A,B,A,B,A,B,B,A,B,A,B,A,B,A,A,A,B,B,B,B,A
10001686,D,B,A,E,D,B,C,A,C,B,A,B,B,A,A,A,A,B,A,A,B,B,B,B,B,A,A,B,A,A,A,B,A,A,A,B,B,A,A,B,B,B,B,B,A,B,A,A,A
10001687,C,B,A,C,A,L,A,C,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B
10001688,A,B,A,B,A,K,C,B,D,B,B,A,B,B,A,A,A,B,B,A,A,A,B,A,A,B,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B
10001689,C,B,D,C,A,A,C,B,C,A,B,B,B,A,B,A,B,B,B,A,B,B,B,B,B,B,B,A,A,A,B,B,B,A,B,A,B,B,A,B,B,B,B,B,A,B,B,A,B
10001690,A,A,D,E,A,B,C,B,B,B,A,B,B,A,A,B,B,B,B,B,A,B,B,A,B,A,B,B,B,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,A,B,B,B,A
10001691,C,A,B,C,A,J,B,D,E,B,A,B,A,A,A,B,B,A,B,B,A,A,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,A,A,A,A,B,A,A,B,A
10001692,A,B,C,E,B,B,B,E,C,B,B,A,B,A,B,B,B,B,A,B,B,A,B,B,B,A,A,B,A,B,B,B,A,B,B,A,B,A,B,B,A,B,A,B,B,B,A,A,B
10001693,C,A,B,C,D,I,C,A,E,B,B,A,A,B,A,A,A,B,A,B,B,A,B,A,A,B,A,B,B,B,B,B,A,B,A,B,A,A,A,A,A,A,B,A,B,B,B,A,B
10001694,C,A,B,C,A,I,B,B,D,B,B,A,B,B,B,A,B,B,B,A,B,B,A,B,B,B,A,B,B,B,B,B,A,A,B,B,B,B,A,A,B,A,B,A,B,A,A,B,B
10001695,B,A,A,A,D,L,C,C,D,B,A,A,A,B,A,B,B,B,B,B,A,B,A,B,A,B,A,A,B,A,A,B,B,A,B,B,A,A,A,B,B,A,B,A,B,A,A,B,A
10001696,C,B,B,E,A,L,B,C,D,B,B,A,A,A,A,B,A,A,B,B,B,A,B,A,A,B,A,A,B,B,A,B,A,A,A,B,B,A,B,B,B,A,B,B,B,B,A,B,B
10001697,C,B,B,E,A,A,A,D,A,B,A,A,A,B,B,B,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,A,B,B,A,B,B,A,B,A,A,A,B,B,B,B,A,B,A
10001698,C,B,D,C,A,K,B,D,C,B,A,A,A,B,A,A,A,B,B,A,A,A,B,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,B,A,B,B,B,A,A,B,A,A,A
10001699,D,B,C,B,D,L,A,A,B,B,A,A,B,B,B,B,B,A,A,A,B,B,B,B,B,A,B,B,B,B,B,A,B,A,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B
10001700,D,A,A,F,E,L,B,C,D,A,A,A,A,A,B,B,B,A,B,A,B,B,B,A,B,B,A,B,B,A,B,B,B,B,B,B,A,B,B,A,B,B,A,B,A,B,B,B,A
10001701,A,A,C,B,A,B,C,C,C,A,A,B,B,A,A,A,B,B,A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,B,A,B,B,A,B,B,A,A,B
10001702,D,A,D,D,A,I,B,E,E,A,B,A,B,B,B,A,B,B,B,B,A,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,A,B,A,B
10001703,D,A,B,E,A,J,C,A,C,A,A,B,A,B,A,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A
10001704,A,B,A,E,A,I,B,E,D,A,B,A,B,B,A,B,A,A,B,B,B,B,B,A,B,B,B,A,B,A,B,A,B,A,B,A,B,B,B,B,B,A,B,A,B,B,B,A,B
10001705,C,B,B,D,D,B,C,E,B,B,B,A,B,B,A,B,A,B,A,A,A,B,A,B,B,B,B,A,B,B,A,A,A,B,B,B,B,A,A,B,A,A,B,B,B,B,A,B,B
10001706,B,B,C,E,E,A,C,A,B,A,A,A,A,A,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,B,B,A,B,B,B,B,B,A,B,A
10001707,C,A,D,B,A,K,D,B,C,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,B,A,B,A,B,A,B,A
10001708,C,B,A,C,A,L,B,C,E,B,A,B,A,B,B,B,B,B,A,B,A,B,A,B,A,B,A,B,B,B,B,A,A,B,B,B,B,A,B,A,B,B,B,A,B,B,B,B,A
10001709,C,B,B,E,E,J,B,E,D,B,A,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,B,A,A,B,A,B,B,A,A,A,A,B,A,A,A,B,A,B,B,B,B
10001710,B,B,C,E,A,B,A,E,C,B,A,A,B,B,A,B,B,B,B,B,B,B,B,A,B,B,B,A,B,A,A,A,A,A,A,B,A,B,A,B,A,B,B,B,B,A,B,A,B
10001711,C,B,C,A,A,A,C,A,C,B,A,B,A,A,A,A,B,B,B,B,A,B,A,B,B,A,A,A,A,B,A,A,B,A,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A
10001712,C,A,B,E,B,F,B,C,D,A,B,B,B,A,A,A,A,B,B,A,B,B,A,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,B,B,A,B,B,A,B,B,B,A,A
10001713,D,B,B,E,A,A,A,C,A,B,A,A,A,B,B,B,A,B,A,A,B,A,B,A,A,A,B,A,A,B,B,B,B,A,A,A,B,B,A,A,A,A,A,B,B,B,A,A,B
10001714,C,A,D,F,A,A,C,B,B,B,B,B,A,A,A,B,B,A,A,B,B,A,A,A,B,A,A,B,A,B,A,A,B,A,B,B,A,B,A,A,B,B,B,A,B,A,A,B,B
10001715,C,A,B,E,C,B,B,D,D,A,B,B,B,B,B,B,B,A,B,B,A,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A,B,A,B,B,A,B,A,B
10001716,B,A,D,D,A,L,C,C,C,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,B,A,B,A,B,B,A,A,B,B,B,B,B,A,B,A,A,A,B,B,B,A,A,B,B
10001717,A,B,C,F,A,L,C,A,B,A,B,A,A,B,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,B,A,B,B,B,B,B,A,B
10001718,C,B,C,B,A,L,A,C,B,A,A,A,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,B,A,A
10001719,D,A,A,B,A,E,A,A,B,A,B,B,A,B,B,A,A,A,A,B,A,B,B,A,B,A,B,B,A,A,A,A,B,B,B,B,B,A,A,B,A,A,A,A,B,A,B,B,B
10001720,B,B,B,B,B,B,C,A,B,A,A,B,A,B,B,B,B,A,B,A,B,B,A,B,A,A,A,A,B,A,A,B,B,A,A,B,B,A,B,A,A,B,A,A,A,A,B,B,B
10001721,D,B,C,E,A,J,B,C,D,B,B,A,A,A,B,B,B,B,B,B,A,A,A,B,B,B,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,B,A,A,B,A,A,A,A
10001722,B,A,B,E,A,A,B,E,E,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,A
10001723,D,A,B,C,A,L,A,D,C,B,A,B,A,A,A,A,A,B,B,A,A,B,B,B,A,B,A,B,B,A,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,A,B,B,A
10001724,C,B,B,B,B,A,B,B,D,B,B,A,A,B,B,B,A,B,A,B,B,A,B,B,A,A,B,A,A,B,B,B,B,B,A,B,B,B,A,A,B,B,A,B,B,B,A,B,A
10001725,C,B,C,D,A,A,C,A,C,B,B,B,B,B,A,A,A,B,B,B,B,B,A,B,B,B,B,B,B,B,A,A,A,A,B,B,A,B,A,B,B,B,B,B,A,A,A,A,B
10001726,B,A,A,B,A,A,C,A,C,A,A,B,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,B,B,B,A,B,B,A,A,A,A,B,A,A,A,A,B,A,B,A,B
10001727,A,A,A,C,B,A,B,B,D,A,B,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A,B,B,B,B,B,B,B,B,B,A,A,B,B,B,A,B,B,B
10001728,A,A,D,E,A,A,A,E,B,B,A,B,A,B,A,B,B,B,B,A,B,A,B,A,A,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,B,B,B,A,B,B,A,B,B
10001729,A,B,B,F,A,J,B,B,E,B,B,A,B,A,B,B,A,B,B,A,B,B,A,A,B,A,A,A,A,B,B,B,B,A,B,B,A,B,A,B,B,B,B,A,A,B,B,B,B
10001730,D,B,B,E,D,L,D,B,C,B,B,B,B,A,B,A,A,B,B,A,B,A,B,B,B,A,B,A,A,B,A,A,A,A,A,B,B,B,B,A,A,B,B,B,B,A,A,B,B
10001731,D,B,C,E,A,I,B,A,E,B,B,A,B,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,B,A,B,A,A,A,B,A,A,B,A,B
10001732,B,B,B,C,A,L,A,E,B,B,B,A,A,A,A,A,B,B,B,A,A,B,B,B,A,B,A,B,B,B,B,B,A,A,B,B,A,B,A,B,A,A,A,A,B,A,B,B,A
10001733,C,A,B,F,A,A,B,E,D,A,A,B,B,A,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,B,A,B,B,A,B,A,A,A,A,A,A,A,B
10001734,A,A,D,C,A,B,B,C,D,B,A,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,A
10001735,D,A,C,C,A,E,B,D,D,B,A,B,B,B,A,B,B,A,B,B,A,B,B,B,A,B,A,B,B,B,B,A,B,B,B,A,A,B,B,B,B,B,B,B,B,A,A,B,A
10001736,C,A,A,E,D,J,B,D,D,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,B,A,B,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A
10001737,A,A,B,F,A,E,C,B,C,A,B,B,B,B,B,B,A,B,A,A,B,A,B,B,A,A,B,B,B,B,B,A,B,A,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B
10001738,C,B,C,B,A,L,A,C,D,B,B,B,A,A,B,A,B,B,A,A,A,A,A,B,A,A,A,B,A,B,A,B,B,A,B,B,A,A,A,B,A,B,A,A,A,B,B,B,A
10001739,D,A,B,B,A,J,B,B,E,A,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,A,B,A,A,B,B,A,B,B,A,B,B,A,B,B,B,B,B,B,A
10001740,B,B,C,E,D,L,C,D,C,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,A,B,B,A,B,B,B,A,A,B,B,B,B,B,B,B,B,A,B
10001741,C,B,B,C,A,I,B,B,D,B,A,A,B,B,A,B,A,A,A,A,B,A,B,A,B,B,B,A,A,A,A,A,B,A,A,A,B,A,A,B,B,B,A,A,A,B,A,B,B
10001742,B,B,A,E,A,K,A,E,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,B,B,A,B,A,A,A,B,A,B,A,B,B,B,A,A,A,A
10001743,A,B,B,F,A,A,A,C,A,B,A,B,A,B,B,A,A,B,B,B,B,B,A,A,A,B,A,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,A,B,A,B,A,A,B
10001744,D,B,C,C,A,K,C,C,C,B,A,B,B,B,B,A,B,B,B,A,A,B,A,B,A,B,B,B,B,B,B,B,A,B,B,B,A,A,B,B,B,B,B,B,A,B,B,B,B
10001745,A,B,D,F,A,A,B,E,D,B,A,A,B,B,B,B,A,A,A,B,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B,B,B,B,A,B,A,B,B,A,A,A,B,B,A
